127.0.0.1 - - [02/Feb/2016:09:40:01 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [02/Feb/2016:09:40:18 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 200 681
127.0.0.1 - - [02/Feb/2016:09:40:19 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 200 57
127.0.0.1 - - [02/Feb/2016:09:40:19 +0800] "GET /POS/extjs/js/ext-all.js HTTP/1.1" 404 997
127.0.0.1 - - [02/Feb/2016:09:40:19 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 200 277860
127.0.0.1 - - [02/Feb/2016:09:40:19 +0800] "GET /POS/FuncView/js_src/ExtComponents.js HTTP/1.1" 404 1023
127.0.0.1 - - [02/Feb/2016:09:40:19 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 9611
127.0.0.1 - - [02/Feb/2016:09:45:35 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 200 589
127.0.0.1 - - [02/Feb/2016:09:45:35 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:09:45:35 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 200 1562674
127.0.0.1 - - [02/Feb/2016:09:45:35 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:09:45:35 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:09:45:35 +0800] "GET /POS/FuncView/ux//TabCloseMenu.js?_dc=1454377535974 HTTP/1.1" 200 5706
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/tab-bar/default-scroll-left-top.gif HTTP/1.1" 200 344
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/tab-bar/default-scroll-right-top.gif HTTP/1.1" 200 347
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/tab/tab-default-close.gif HTTP/1.1" 200 896
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/button/arrow.gif HTTP/1.1" 200 828
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/exclamation.gif HTTP/1.1" 200 996
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/trigger.gif HTTP/1.1" 200 1816
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/text-bg.gif HTTP/1.1" 200 819
127.0.0.1 - - [02/Feb/2016:09:45:36 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/spinner.gif HTTP/1.1" 200 1975
127.0.0.1 - - [02/Feb/2016:09:46:47 +0800] "GET /POS/FuncView/ux//TabCloseMenu.js?_dc=1454377607217 HTTP/1.1" 200 5706
127.0.0.1 - - [02/Feb/2016:10:06:41 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 200 583
127.0.0.1 - - [02/Feb/2016:10:06:41 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:06:41 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:06:41 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:06:41 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 304 -
