127.0.0.1 - - [04/Feb/2016:09:51:11 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [04/Feb/2016:09:52:05 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 200 736
127.0.0.1 - - [04/Feb/2016:09:52:05 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:05 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:05 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:05 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:05 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:05 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:09 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/exclamation.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:09 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/trigger.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:09 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/button/arrow.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:09 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/text-bg.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:09 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/form/spinner.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:09 +0800] "GET /POS/images/button_icon/ToolBarSearch.png HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:09 +0800] "GET /POS/images/button_icon/ToolBarCalculator.png HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:53 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/sizer/sw-handle.gif HTTP/1.1" 200 855
127.0.0.1 - - [04/Feb/2016:09:52:53 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/sizer/ne-handle.gif HTTP/1.1" 200 854
127.0.0.1 - - [04/Feb/2016:09:52:53 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/sizer/e-handle.gif HTTP/1.1" 200 1586
127.0.0.1 - - [04/Feb/2016:09:52:53 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/sizer/s-handle.gif HTTP/1.1" 200 1318
127.0.0.1 - - [04/Feb/2016:09:52:53 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/sizer/se-handle.gif HTTP/1.1" 200 853
127.0.0.1 - - [04/Feb/2016:09:52:53 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/sizer/nw-handle.gif HTTP/1.1" 200 853
127.0.0.1 - - [04/Feb/2016:09:52:54 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:54 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:54 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:54 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:54 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:52:54 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 200 804
127.0.0.1 - - [04/Feb/2016:09:52:54 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:53:14 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:53:14 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:53:14 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:53:14 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:53:14 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:53:14 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:53:14 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:04 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:04 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:04 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:04 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:04 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:04 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:04 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 200 804
127.0.0.1 - - [04/Feb/2016:09:59:14 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/grid/invalid_line.gif HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:09:59:20 +0800] "GET /POS/extjs/resources/ext-theme-classic/images/tools/tool-sprites.gif HTTP/1.1" 200 5421
127.0.0.1 - - [04/Feb/2016:10:11:23 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:11:23 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:11:23 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:11:23 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:11:23 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:11:23 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11895
127.0.0.1 - - [04/Feb/2016:10:11:23 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:12:39 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:12:39 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:12:39 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:12:39 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:12:39 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:12:39 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11895
127.0.0.1 - - [04/Feb/2016:10:12:39 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:00 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:00 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:00 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:00 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:00 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11895
127.0.0.1 - - [04/Feb/2016:10:13:00 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:00 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:37 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:37 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:37 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:37 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:37 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:37 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11895
127.0.0.1 - - [04/Feb/2016:10:13:37 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:45 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:45 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:45 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:45 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:45 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:13:45 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11894
127.0.0.1 - - [04/Feb/2016:10:13:45 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:17:50 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:17:50 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:17:50 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:17:50 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:17:50 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:17:50 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11895
127.0.0.1 - - [04/Feb/2016:10:17:50 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:15 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:15 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:15 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:15 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:15 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:15 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11926
127.0.0.1 - - [04/Feb/2016:10:18:15 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:32 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:32 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:32 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:32 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:32 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:18:32 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11932
127.0.0.1 - - [04/Feb/2016:10:18:32 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:10 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:10 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:10 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:10 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:10 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:10 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11942
127.0.0.1 - - [04/Feb/2016:10:21:10 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 200 827
127.0.0.1 - - [04/Feb/2016:10:21:37 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:37 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:37 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:37 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:37 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:21:37 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11942
127.0.0.1 - - [04/Feb/2016:10:21:37 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:22:33 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:22:33 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:22:33 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:22:33 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:22:33 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:22:33 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11967
127.0.0.1 - - [04/Feb/2016:10:22:33 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:25:37 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:25:37 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:25:37 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:25:37 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:25:37 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11972
127.0.0.1 - - [04/Feb/2016:10:25:37 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:25:37 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:26:17 +0800] "GET /POS/FuncView/Main/Test.html HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:26:17 +0800] "GET /POS/css_src/dci.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:26:17 +0800] "GET /POS/extjs/resources/css/ext-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:26:17 +0800] "GET /POS/extjs/ext-all.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:26:17 +0800] "GET /POS/extjs/resources/ext-theme-classic/ext-theme-classic-all.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Feb/2016:10:26:17 +0800] "GET /POS/FuncView/Main/menu.js HTTP/1.1" 200 11951
127.0.0.1 - - [04/Feb/2016:10:26:17 +0800] "GET /POS/js_src/ExtComponent.js HTTP/1.1" 304 -
